"","Status","student_id","Last_names","First_names","Grade_lv","Academy","PAT","IEP","ELL","ETH","INT","student_email","contact","A","B","C","D","total","F","Attend","credits","teacher_period1","class_period1","grade_period1","percent_period1","teacher_period2","class_period2","grade_period2","percent_period2","teacher_period3","class_period3","grade_period3","percent_period3","teacher_period4","class_period4","grade_period4","percent_period4","teacher_period5","class_period5","grade_period5","percent_period5","teacher_period6","class_period6","grade_period6","percent_period6","teacher_period7","class_period7","grade_period7","percent_period7","teacher_period8","class_period8","grade_period8","percent_period8"
"0","In-Person",68,"_68","Student",10,"academy_5","teacher_92","Yes","No Services","A",0,"email","parent",0,0,0,0,0,0,"99.5%",21,"teacher_24","Trigonometry","A",98,"teacher_25","Physics","B",80,"teacher_47","Geometry","B",85,"teacher_77","English 1","D",69,"teacher_51","Auto Shop","C",77,"teacher_64","Geology","D",63,"teacher_22","English 2","B",85,"teacher_48","Algebra 2","C",76
"0","In-Person",69,"_69","Student",11,"academy_5","teacher_62",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"79%",24,"teacher_36","English 4","F",56,"teacher_39","Culinary Arts","B",85,"teacher_63","Sports","A",94,"teacher_95","Auto-Cad","C",70,"teacher_24","Drawing","A",91,"teacher_62","Speech","B",86,"teacher_78","Personal finance","A",99,"teacher_64","Geology","F",55
"0","In-Person",70,"_70","Student",11,"academy_4","teacher_75","Yes","Monitoring","U",0,"email","parent",0,0,0,0,0,0,"98.2%",10,"teacher_45","Sculpting","A",90,"teacher_32","Geography","B",84,"teacher_83","Run/Ski","B",86,"teacher_68","Algebra 1","F",8,"teacher_81","Programming","B",88,"teacher_24","Trigonometry","A",95,"teacher_24","World History","A",92,"teacher_77","English 1","A",97
"0","In-Person",71,"_71","Student",9,"academy_3","teacher_62",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"91.2%",23,"teacher_79","Engineering","B",85,"teacher_1","Statistics","B",88,"teacher_63","Sports","D",60,"teacher_24","Drawing","B",84,"teacher_24","Trigonometry","D",66,"teacher_45","Sculpting","D",60,"teacher_77","English 1","B",86,"teacher_32","Geography","C",74
"0","In-Person",72,"_72","Student",9,"academy_5","teacher_25",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"97.4%",19,"teacher_41","PE","A",95,"teacher_31","Genetics","D",68,"teacher_45","Sculpting","A",97,"teacher_36","English 4","F",52,"teacher_24","Trigonometry","B",89,"teacher_59","Pre-Calc","C",77,"teacher_48","Algebra 2","A",94,"teacher_24","World History","A",96
"0","In-Person",73,"_73","Student",9,"academy_1","teacher_41","Yes","No Services","W",0,"email","parent",0,0,0,0,0,0,"54.2%",23,"teacher_59","Home Economics","B",87,"teacher_1","Statistics","A",92,"teacher_36","English 4","A",94,"teacher_41","PE","C",76,"teacher_59","Pre-Calc","D",67,"teacher_63","Sports","A",92,"teacher_55","Environmental Science","A",93,"teacher_30","Chemistry","C",78
"0","In-Person",74,"_74","Student",9,"academy_6","teacher_98",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"78%",22,"teacher_38","Forensics","A",94,"teacher_24","World History","B",86,"teacher_1","Statistics","C",77,"teacher_63","English 3","F",55,"teacher_63","Sports","B",88,"teacher_36","English 4","A",94,"teacher_40","Biology","A",97,"teacher_45","Sculpting","B",88
"0","In-Person",75,"_75","Student",12,"academy_6","teacher_40",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"92.1%",10,"teacher_51","Auto Shop","B",89,"teacher_24","Drawing","C",71,"teacher_68","Algebra 1","C",74,"teacher_87","Calculus","A",92,"teacher_55","Environmental Science","A",94,"teacher_47","Geometry","B",88,"teacher_24","Trigonometry","A",93,"teacher_59","Pre-Calc","B",80
"0","In-Person",76,"_76","Student",9,"academy_4","teacher_60",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"88.1%",2,"teacher_36","English 4","A",95,"teacher_87","Calculus","C",79,"teacher_64","Geology","C",72,"teacher_12","acting","C",76,"teacher_63","Sports","C",75,"teacher_59","Pre-Calc","F",59,"teacher_62","Speech","B",80,"teacher_40","Biology","C",74
"0","In-Person",77,"_77","Student",11,"academy_4","teacher_56",NA,"Post Service","P",0,"email","parent",0,0,0,0,0,0,"93.6%",10,"teacher_22","English 2","B",86,"teacher_36","English 4","C",71,"teacher_25","Physics","A",94,"teacher_39","Culinary Arts","B",86,"teacher_47","Geometry","A",90,"teacher_24","Trigonometry","A",92,"teacher_63","English 3","B",87,"teacher_64","Geology","C",74
"0","In-Person",78,"_78","Student",9,"academy_6","teacher_14",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"92.4%",12,"teacher_25","Physics","B",84,"teacher_31","Genetics","F",56,"teacher_45","Sculpting","D",68,"teacher_26","American History","C",75,"teacher_77","English 1","A",93,"teacher_59","Home Economics","B",89,"teacher_59","Pre-Calc","D",62,"teacher_84","Economics","B",81
"0","In-Person",79,"_79","Student",12,"academy_2","teacher_13",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"89.2%",6,"teacher_47","Geometry","F",48,"teacher_96","Theatre Craft","F",25,"teacher_45","Sculpting","B",80,"teacher_87","Calculus","A",93,"teacher_79","Engineering","A",96,"teacher_39","Culinary Arts","A",98,"teacher_78","Personal finance","F",48,"teacher_62","Speech","A",90
"0","In-Person",80,"_80","Student",10,"academy_1","teacher_34",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"87.6%",5,"teacher_48","Algebra 2","B",87,"teacher_47","Geometry","A",95,"teacher_26","American History","B",86,"teacher_24","World History","F",46,"teacher_39","Culinary Arts","C",73,"teacher_24","Drawing","A",94,"teacher_22","English 2","A",100,"teacher_59","Home Economics","D",69
"0","In-Person",81,"_81","Student",9,"academy_6","teacher_12",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"90.2%",6,"teacher_30","Chemistry","A",90,"teacher_38","Forensics","B",84,"teacher_26","American History","A",92,"teacher_83","Run/Ski","F",57,"teacher_84","Economics","C",70,"teacher_95","Auto-Cad","A",92,"teacher_24","Drawing","A",100,"teacher_79","Engineering","C",74
"0","In-Person",82,"_82","Student",10,"academy_6","teacher_11",NA,"Monitoring","M",0,"email","parent",0,0,0,0,0,0,"83.6%",24,"teacher_18","Painting","D",64,"teacher_59","Pre-Calc","F",52,"teacher_48","Algebra 2","B",86,"teacher_78","Personal finance","C",72,"teacher_81","Metal Shop","A",96,"teacher_24","World History","B",81,"teacher_39","Culinary Arts","A",95,"teacher_47","Geometry","A",95
"0","In-Person",83,"_83","Student",12,"academy_3","teacher_8",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"90.5%",18,"teacher_77","English 1","C",76,"teacher_83","Run/Ski","A",93,"teacher_31","Genetics","C",77,"teacher_32","Geography","B",88,"teacher_81","Programming","A",96,"teacher_24","Trigonometry","F",48,"teacher_24","Drawing","B",83,"teacher_15","Wood shop","B",80
"0","In-Person",84,"_84","Student",10,"academy_2","teacher_59",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"98%",13,"teacher_48","Algebra 2","B",80,"teacher_55","Environmental Science","C",72,"teacher_63","Sports","B",83,"teacher_45","Sculpting","C",77,"teacher_59","Home Economics","B",87,"teacher_24","World History","B",82,"teacher_25","Physics","F",57,"teacher_47","Geometry","A",90
"0","In-Person",85,"_85","Student",11,"academy_2","teacher_43",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"98.3%",6,"teacher_24","Drawing","A",92,"teacher_62","Speech","D",68,"teacher_81","Programming","B",88,"teacher_30","Chemistry","B",83,"teacher_32","Geography","B",89,"teacher_77","English 1","D",67,"teacher_78","Personal finance","B",89,"teacher_22","English 2","C",73
"0","In-Person",86,"_86","Student",11,"academy_4","teacher_13",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"100%",23,"teacher_36","English 4","B",89,"teacher_28","Weight lifting","B",85,"teacher_41","PE","A",97,"teacher_83","Run/Ski","C",72,"teacher_78","Personal finance","D",65,"teacher_68","Algebra 1","C",70,"teacher_24","World History","B",87,"teacher_48","Algebra 2","C",73
"0","In-Person",87,"_87","Student",10,"academy_6","teacher_6",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"86%",19,"teacher_81","Programming","D",60,"teacher_48","Algebra 2","B",80,"teacher_12","acting","B",84,"teacher_39","Culinary Arts","B",81,"teacher_55","Environmental Science","B",85,"teacher_32","Geography","C",70,"teacher_15","Wood shop","A",93,"teacher_78","Personal finance","B",86
"0","In-Person",88,"_88","Student",11,"academy_2","teacher_88",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"96.5%",24,"teacher_81","Metal Shop","B",81,"teacher_24","Drawing","D",61,"teacher_24","Trigonometry","A",99,"teacher_84","Economics","D",60,"teacher_63","English 3","D",67,"teacher_24","World History","C",71,"teacher_55","Environmental Science","A",92,"teacher_32","Geography","F",58
"0","In-Person",89,"_89","Student",12,"academy_1","teacher_47",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"91.4%",17,"teacher_40","Biology","C",71,"teacher_84","Economics","A",94,"teacher_24","World History","A",95,"teacher_38","Forensics","B",88,"teacher_78","Personal finance","A",97,"teacher_31","Genetics","C",74,"teacher_64","Geology","B",88,"teacher_22","English 2","C",77
"0","In-Person",90,"_90","Student",11,"academy_1","teacher_29",NA,"No Services","P",0,"email","parent",0,0,0,0,0,0,"97%",14,"teacher_78","Personal finance","B",88,"teacher_87","Calculus","B",80,"teacher_28","Weight lifting","B",89,"teacher_24","World History","A",96,"teacher_77","English 1","A",95,"teacher_38","Forensics","B",82,"teacher_32","Geography","F",46,"teacher_45","Sculpting","C",74
"0","In-Person",91,"_91","Student",12,"academy_6","teacher_27",NA,"No Services","H",0,"email","parent",0,0,0,0,0,0,"90.3%",23,"teacher_25","Physics","B",89,"teacher_84","Economics","F",59,"teacher_41","PE","A",92,"teacher_24","Trigonometry","D",69,"teacher_24","Drawing","C",73,"teacher_63","Sports","B",81,"teacher_81","Metal Shop","F",36,"teacher_55","Environmental Science","B",88
"0","In-Person",92,"_92","Student",12,"academy_4","teacher_36",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"84.1%",16,"teacher_15","Wood shop","C",78,"teacher_22","English 2","A",95,"teacher_64","Geology","C",71,"teacher_25","Physics","A",91,"teacher_30","Chemistry","A",91,"teacher_83","Run/Ski","B",82,"teacher_55","Environmental Science","B",82,"teacher_38","Forensics","B",87
"0","In-Person",93,"_93","Student",10,"academy_1","teacher_97",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"97.9%",12,"teacher_32","Geography","A",90,"teacher_41","PE","A",92,"teacher_96","Theatre Craft","A",90,"teacher_63","English 3","B",88,"teacher_38","Forensics","F",55,"teacher_84","Economics","B",81,"teacher_39","Culinary Arts","B",89,"teacher_48","Algebra 2","B",86
"0","In-Person",94,"_94","Student",11,"academy_1","teacher_49",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"43.1%",6,"teacher_79","Engineering","A",91,"teacher_12","acting","C",77,"teacher_63","Sports","B",87,"teacher_1","Statistics","B",86,"teacher_24","World History","A",99,"teacher_32","Geography","B",87,"teacher_51","Auto Shop","C",77,"teacher_15","Wood shop","B",82
"0","In-Person",95,"_95","Student",9,"academy_1","teacher_48",NA,"No Services","W",0,"email","parent",0,0,0,0,0,0,"72.6%",16,"teacher_68","Algebra 1","F",30,"teacher_25","Physics","A",92,"teacher_79","Engineering","C",70,"teacher_64","Geology","A",92,"teacher_36","English 4","A",94,"teacher_62","Speech","B",81,"teacher_96","Theatre Craft","B",80,"teacher_81","Programming","C",70
"0","In-Person",96,"_96","Student",10,"academy_5","teacher_98","Yes","Active Service","M",0,"email","parent",0,0,0,0,0,0,"83.8%",18,"teacher_48","Algebra 2","A",94,"teacher_83","Run/Ski","A",98,"teacher_51","Auto Shop","B",89,"teacher_24","Drawing","B",88,"teacher_41","PE","A",90,"teacher_87","Calculus","C",75,"teacher_64","Geology","B",81,"teacher_38","Forensics","D",65
"0","In-Person",97,"_97","Student",9,"academy_2","teacher_93",NA,"Post Service","P",0,"email","parent",0,0,0,0,0,0,"57.2%",24,"teacher_59","Home Economics","A",91,"teacher_83","Run/Ski","F",49,"teacher_51","Auto Shop","C",75,"teacher_81","Programming","B",84,"teacher_95","Auto-Cad","B",83,"teacher_64","Geology","F",50,"teacher_32","Geography","B",89,"teacher_62","Speech","A",90
"0","In-Person",98,"_98","Student",9,"academy_6","teacher_63",NA,"Monitoring","M",0,"email","parent",0,0,0,0,0,0,"93.5%",13,"teacher_30","Chemistry","A",93,"teacher_47","Geometry","C",76,"teacher_39","Culinary Arts","B",83,"teacher_25","Physics","B",88,"teacher_68","Algebra 1","F",59,"teacher_1","Statistics","F",16,"teacher_87","Calculus","C",77,"teacher_59","Home Economics","C",70
"0","In-Person",99,"_99","Student",12,"academy_1","teacher_70",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"78.7%",8,"teacher_47","Geometry","A",97,"teacher_81","Metal Shop","F",54,"teacher_51","Auto Shop","A",91,"teacher_63","Sports","B",86,"teacher_45","Sculpting","F",39,"teacher_78","Personal finance","C",71,"teacher_55","Environmental Science","B",88,"teacher_18","Painting","B",89
"0","In-Person",100,"_100","Student",12,"academy_4","teacher_13",NA,"No Services","A",0,"email","parent",0,0,0,0,0,0,"97%",3,"teacher_87","Calculus","A",93,"teacher_81","Programming","A",96,"teacher_38","Forensics","B",88,"teacher_84","Economics","B",85,"teacher_31","Genetics","D",65,"teacher_95","Auto-Cad","F",43,"teacher_24","Trigonometry","A",98,"teacher_18","Painting","B",86
"0","In-Person",101,"_101","Student",12,"academy_1","teacher_87",NA,"No Services","M",0,"email","parent",0,0,0,0,0,0,"78.7%",24,"teacher_40","Biology","F",23,"teacher_64","Geology","F",29,"teacher_30","Chemistry","A",93,"teacher_59","Home Economics","A",95,"teacher_96","Theatre Craft","A",97,"teacher_18","Painting","B",88,"teacher_48","Algebra 2","A",96,"teacher_36","English 4","B",88
"0","In-Person",102,"_102","Student",11,"academy_2","teacher_89","Yes","No Services","A",0,"email","parent",0,0,0,0,0,0,"76.1%",1,"teacher_32","Geography","B",83,"teacher_79","Engineering","F",58,"teacher_81","Metal Shop","C",70,"teacher_95","Auto-Cad","D",63,"teacher_84","Economics","B",89,"teacher_24","World History","A",93,"teacher_59","Pre-Calc","A",96,"teacher_30","Chemistry","A",91
"0","In-Person",103,"_103","Student",9,"academy_1","teacher_38",NA,"Monitoring","B",0,"email","parent",0,0,0,0,0,0,"92.8%",21,"teacher_12","acting","C",74,"teacher_24","World History","B",88,"teacher_15","Wood shop","C",79,"teacher_81","Metal Shop","A",90,"teacher_31","Genetics","C",79,"teacher_24","Drawing","C",77,"teacher_63","English 3","B",86,"teacher_68","Algebra 1","B",86
"0","In-Person",104,"_104","Student",12,"academy_6","teacher_20",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"86.4%",13,"teacher_38","Forensics","B",87,"teacher_1","Statistics","B",81,"teacher_41","PE","B",81,"teacher_87","Calculus","B",82,"teacher_31","Genetics","B",81,"teacher_15","Wood shop","D",64,"teacher_55","Environmental Science","A",92,"teacher_25","Physics","A",94
"0","In-Person",105,"_105","Student",11,"academy_2","teacher_75",NA,"Post Service","M",0,"email","parent",0,0,0,0,0,0,"95.6%",23,"teacher_81","Metal Shop","A",97,"teacher_96","Theatre Craft","B",88,"teacher_32","Geography","A",93,"teacher_1","Statistics","F",44,"teacher_12","acting","B",80,"teacher_81","Programming","D",61,"teacher_79","Engineering","C",79,"teacher_15","Wood shop","B",86
"0","In-Person",106,"_106","Student",11,"academy_4","teacher_77",NA,"Post Service","W",0,"email","parent",0,0,0,0,0,0,"90.6%",11,"teacher_78","Personal finance","D",65,"teacher_59","Home Economics","A",97,"teacher_83","Run/Ski","B",80,"teacher_15","Wood shop","F",59,"teacher_77","English 1","F",43,"teacher_41","PE","A",98,"teacher_62","Speech","B",83,"teacher_1","Statistics","C",75
"0","In-Person",107,"_107","Student",11,"academy_2","teacher_50",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"93.1%",4,"teacher_39","Culinary Arts","A",93,"teacher_59","Pre-Calc","A",94,"teacher_31","Genetics","B",83,"teacher_79","Engineering","F",58,"teacher_47","Geometry","A",95,"teacher_25","Physics","A",92,"teacher_1","Statistics","B",83,"teacher_81","Metal Shop","A",97
"0","In-Person",108,"_108","Student",11,"academy_1","teacher_15",NA,"No Services","I",0,"email","parent",0,0,0,0,0,0,"96.5%",6,"teacher_47","Geometry","A",97,"teacher_1","Statistics","C",70,"teacher_59","Pre-Calc","B",85,"teacher_45","Sculpting","F",56,"teacher_78","Personal finance","A",95,"teacher_40","Biology","A",97,"teacher_39","Culinary Arts","B",81,"teacher_96","Theatre Craft","C",79
"0","In-Person",109,"_109","Student",9,"academy_4","teacher_25",NA,"No Services","B",0,"email","parent",0,0,0,0,0,0,"81.3%",24,"teacher_77","English 1","A",95,"teacher_63","Sports","B",84,"teacher_47","Geometry","A",96,"teacher_40","Biology","B",89,"teacher_41","PE","A",95,"teacher_63","English 3","D",63,"teacher_24","Drawing","A",97,"teacher_38","Forensics","B",89
"0","In-Person",110,"_110","Student",10,"academy_1","teacher_14",NA,"Monitoring","P",0,"email","parent",0,0,0,0,0,0,"87.9%",13,"teacher_63","Sports","D",61,"teacher_40","Biology","A",94,"teacher_18","Painting","A",94,"teacher_24","World History","B",80,"teacher_64","Geology","C",79,"teacher_83","Run/Ski","A",91,"teacher_38","Forensics","C",70,"teacher_51","Auto Shop","B",89
"0","In-Person",111,"_111","Student",9,"academy_3","teacher_72","Yes","No Services","M",0,"email","parent",0,0,0,0,0,0,"100%",23,"teacher_55","Environmental Science","B",86,"teacher_63","English 3","B",89,"teacher_24","World History","A",98,"teacher_24","Drawing","D",60,"teacher_78","Personal finance","A",93,"teacher_68","Algebra 1","C",76,"teacher_48","Algebra 2","C",70,"teacher_31","Genetics","C",79
"0","In-Person",112,"_112","Student",9,"academy_3","teacher_7",NA,"No Services","U",0,"email","parent",0,0,0,0,0,0,"96.9%",20,"teacher_83","Run/Ski","A",94,"teacher_24","Trigonometry","A",96,"teacher_24","Drawing","B",89,"teacher_40","Biology","D",63,"teacher_45","Sculpting","C",78,"teacher_62","Speech","A",94,"teacher_18","Painting","C",71,"teacher_24","World History","A",97
"0","In-Person",113,"_113","Student",12,"academy_3","teacher_46","Yes","No Services","W",0,"email","parent",0,0,0,0,0,0,"94.2%",20,"teacher_51","Auto Shop","A",99,"teacher_26","American History","A",98,"teacher_78","Personal finance","F",59,"teacher_32","Geography","D",61,"teacher_40","Biology","F",44,"teacher_12","acting","B",84,"teacher_22","English 2","A",93,"teacher_30","Chemistry","B",84
"0","In-Person",114,"_114","Student",11,"academy_5","teacher_90",NA,"Monitoring","B",0,"email","parent",0,0,0,0,0,0,"92.7%",11,"teacher_81","Programming","B",81,"teacher_36","English 4","C",73,"teacher_24","Drawing","B",88,"teacher_68","Algebra 1","D",68,"teacher_26","American History","F",39,"teacher_59","Pre-Calc","B",85,"teacher_40","Biology","B",81,"teacher_24","World History","F",53
"0","In-Person",115,"_115","Student",10,"academy_5","teacher_94",NA,"Post Service","I",0,"email","parent",0,0,0,0,0,0,"92.7%",10,"teacher_18","Painting","A",96,"teacher_24","World History","C",75,"teacher_1","Statistics","F",59,"teacher_45","Sculpting","B",87,"teacher_40","Biology","C",75,"teacher_62","Speech","B",82,"teacher_24","Trigonometry","B",82,"teacher_95","Auto-Cad","A",92
